Longitude,Latitude,Adres,Type Lader
326.415,5.082.943,Dolfijnkaai 2-4 Kortrijk,Krachtstroom ENO-EVA-A041_1 mennekes
326.415,5.082.943,Dolfijnkaai 2-4 Kortrijk,Krachtstroom ENO-EVA-A041_2 mennekes
328.517,5.085.413,Kattestraat 15 Kuurne,Krachtstroom ENO-EVA-A036_1 mennekes
328.517,5.085.413,Kattestraat 15 Kuurne,Krachtstroom ENO-EVA-A036_2 mennekes
4.569.612,5.112.908,Schapekoppenstraat 8 Lier,Krachtstroom ENO-EVA-A006_1 mennekes
4.569.612,5.112.908,Schapekoppenstraat 8 Lier,Krachtstroom ENO-EVA-A006_2 mennekes
4.569.612,5.112.909,Schapekoppenstraat 4a Lier,Krachtstroom ENO-EVA-F006_1 schuko
4.569.612,5.112.909,Schapekoppenstraat 4a Lier,Krachtstroom ENO-EVA-F006_2 schuko
4.569.612,5.112.909,Schapekoppenstraat 4a Lier,Krachtstroom ENO-EVA-F006_3 schuko
4.569.612,5.112.909,Schapekoppenstraat 4a Lier,Krachtstroom ENO-EVA-F006_4 schuko
4.569.612,5.112.909,Schapekoppenstraat 4a Lier,Krachtstroom ENO-EVA-F006_5 schuko
4.569.612,5.112.909,Schapekoppenstraat 4a Lier,Krachtstroom ENO-EVA-F006_6 schuko
3.216.065,51.204.365,Zwijnstraat 17 Brugge,Krachtstroom ENO-EVA-A007_1 mennekes
3.216.065,51.204.365,Zwijnstraat 17 Brugge,Krachtstroom ENO-EVA-A007_2 mennekes
3.216.065,51.204.376,Zwijnstraat 15 Brugge,Krachtstroom ENO-EVA-F007_1 schuko
3.216.065,51.204.376,Zwijnstraat 15 Brugge,Krachtstroom ENO-EVA-F007_2 schuko
3.216.065,51.204.376,Zwijnstraat 15 Brugge,Krachtstroom ENO-EVA-F007_3 schuko
3.216.065,51.204.376,Zwijnstraat 15 Brugge,Krachtstroom ENO-EVA-F007_4 schuko
3.216.065,51.204.376,Zwijnstraat 15 Brugge,Krachtstroom ENO-EVA-F007_5 schuko
3.216.065,51.204.376,Zwijnstraat 15 Brugge,Krachtstroom ENO-EVA-F007_6 schuko
3.182.114,5.132.913,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-A008_1 mennekes
3.182.114,5.132.913,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-A008_2 mennekes
3.182.114,51.329.136,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-F008_1 schuko
3.182.114,51.329.136,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-F008_2 schuko
3.182.114,51.329.136,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-F008_3 schuko
3.182.114,51.329.136,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-F008_4 schuko
3.182.114,51.329.136,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-F008_5 schuko
3.182.114,51.329.136,Adriaan De Gerlachestraat 8 Brugge,Krachtstroom ENO-EVA-F008_6 schuko
3.230.399,51.207.165,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-A009_1 mennekes
3.230.399,51.207.165,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-A009_2 mennekes
3.230.399,51.207.176,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-F009_1 schuko
3.230.399,51.207.176,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-F009_2 schuko
3.230.399,51.207.176,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-F009_3 schuko
3.230.399,51.207.176,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-F009_4 schuko
3.230.399,51.207.176,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-F009_5 schuko
3.230.399,51.207.176,Koningin Astridpark 6 Brugge,Krachtstroom ENO-EVA-F009_6 schuko
3.290.867,5.135.348,Lichttorenplein 6 Knokke,Krachtstroom ENO-EVA-F010_1 schuko
3.290.867,5.135.348,Lichttorenplein 6 Knokke,Krachtstroom ENO-EVA-F010_2 schuko
3.290.867,5.135.348,Lichttorenplein 6 Knokke,Krachtstroom ENO-EVA-F010_3 schuko
3.290.867,5.135.348,Lichttorenplein 6 Knokke,Krachtstroom ENO-EVA-F010_4 schuko
3.290.867,5.135.348,Lichttorenplein 6 Knokke,Krachtstroom ENO-EVA-F010_5 schuko
3.290.867,5.135.348,Lichttorenplein 6 Knokke,Krachtstroom ENO-EVA-F010_6 schuko
4.434.958,51.305.283,Antwerpsesteenweg 212 Kapellen,Krachtstroom ENO-EVA-F0011_1 schuko
4.434.958,51.305.283,Antwerpsesteenweg 212 Kapellen,Krachtstroom ENO-EVA-F0011_2 schuko
4.434.958,51.305.283,Antwerpsesteenweg 212 Kapellen,Krachtstroom ENO-EVA-F0011_3 schuko
4.434.958,51.305.283,Antwerpsesteenweg 212 Kapellen,Krachtstroom ENO-EVA-F0011_4 schuko
4.434.958,51.305.283,Antwerpsesteenweg 212 Kapellen,Krachtstroom ENO-EVA-F0011_5 schuko
4.434.958,51.305.283,Antwerpsesteenweg 212 Kapellen,Krachtstroom ENO-EVA-F0011_6 schuko
3.126.425,50.944.023,Botermarkt 30 Roeselare,Krachtstroom ENO-EVA-F013_1 schuko
3.126.425,50.944.023,Botermarkt 30 Roeselare,Krachtstroom ENO-EVA-F013_2 schuko
3.126.425,50.944.023,Botermarkt 30 Roeselare,Krachtstroom ENO-EVA-F013_3 schuko
3.126.425,50.944.023,Botermarkt 30 Roeselare,Krachtstroom ENO-EVA-F013_4 schuko
3.126.425,50.944.023,Botermarkt 30 Roeselare,Krachtstroom ENO-EVA-F013_5 schuko
3.126.425,50.944.023,Botermarkt 30 Roeselare,Krachtstroom ENO-EVA-F013_6 schuko
2.914.628,51.202.705,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F015_1 schuko
2.914.628,51.202.705,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F015_2 schuko
2.914.628,51.202.705,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F015_3 schuko
2.914.628,51.202.705,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F015_4 schuko
2.914.628,51.202.705,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F015_5 schuko
2.914.628,51.202.705,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F015_6 schuko
2.914.628,51.202.778,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F016_1 schuko
2.914.628,51.202.778,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F016_2 schuko
2.914.628,51.202.778,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F016_3 schuko
2.914.628,51.202.778,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F016_4 schuko
2.914.628,51.202.778,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F016_5 schuko
2.914.628,51.202.778,Stenedorpstraat 9 Oostende,Krachtstroom ENO-EVA-F016_6 schuko
2.921.414,5.123.451,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F017_1 schuko
2.921.414,5.123.451,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F017_2 schuko
2.921.414,5.123.451,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F017_3 schuko
2.921.414,5.123.451,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F017_4 schuko
2.921.414,5.123.451,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F017_5 schuko
2.921.414,5.123.451,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F017_6 schuko
2.921.414,51.234.516,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F018_1 schuko
2.921.414,51.234.516,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F018_2 schuko
2.921.414,51.234.516,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F018_3 schuko
2.921.414,51.234.516,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F018_4 schuko
2.921.414,51.234.516,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F018_5 schuko
2.921.414,51.234.516,Albert I-promenade 49 Oostende,Krachtstroom ENO-EVA-F018_6 schuko
290.417,5.122.524,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F019_1 schuko
290.417,5.122.524,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F019_2 schuko
290.417,5.122.524,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F019_3 schuko
290.417,5.122.524,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F019_4 schuko
290.417,5.122.524,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F019_5 schuko
290.417,5.122.524,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F019_6 schuko
290.417,51.225.246,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F020_1 schuko
290.417,51.225.246,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F020_2 schuko
290.417,51.225.246,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F020_3 schuko
290.417,51.225.246,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F020_4 schuko
290.417,51.225.246,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F020_5 schuko
290.417,51.225.246,Wellingtonstraat 68 Oostende,Krachtstroom ENO-EVA-F020_6 schuko
2.635.608,5.111.974,Westendestraat null Koksijde,Krachtstroom ENO-EVA-F021_1 schuko
2.635.608,5.111.974,Westendestraat null Koksijde,Krachtstroom ENO-EVA-F021_2 schuko
2.635.608,5.111.974,Westendestraat null Koksijde,Krachtstroom ENO-EVA-F021_3 schuko
2.635.608,5.111.974,Westendestraat null Koksijde,Krachtstroom ENO-EVA-F021_4 schuko
2.635.608,5.111.974,Westendestraat null Koksijde,Krachtstroom ENO-EVA-F021_5 schuko
2.635.608,5.111.974,Westendestraat null Koksijde,Krachtstroom ENO-EVA-F021_6 schuko
2.582.688,5.109.993,Pierre Bortierplein 11 De Panne,Krachtstroom ENO-EVA-F022_1 schuko
2.582.688,5.109.993,Pierre Bortierplein 11 De Panne,Krachtstroom ENO-EVA-F022_2 schuko
2.582.688,5.109.993,Pierre Bortierplein 11 De Panne,Krachtstroom ENO-EVA-F022_3 schuko
2.582.688,5.109.993,Pierre Bortierplein 11 De Panne,Krachtstroom ENO-EVA-F022_4 schuko
2.582.688,5.109.993,Pierre Bortierplein 11 De Panne,Krachtstroom ENO-EVA-F022_5 schuko
2.582.688,5.109.993,Pierre Bortierplein 11 De Panne,Krachtstroom ENO-EVA-F022_6 schuko
471.662,5.107.389,Kattestraat 28 Heist-op-den-Berg,Krachtstroom ENO-EVA-F023_1 schuko
471.662,5.107.389,Kattestraat 28 Heist-op-den-Berg,Krachtstroom ENO-EVA-F023_2 schuko
471.662,5.107.389,Kattestraat 28 Heist-op-den-Berg,Krachtstroom ENO-EVA-F023_3 schuko
471.662,5.107.389,Kattestraat 28 Heist-op-den-Berg,Krachtstroom ENO-EVA-F023_4 schuko
471.662,5.107.389,Kattestraat 28 Heist-op-den-Berg,Krachtstroom ENO-EVA-F023_5 schuko
471.662,5.107.389,Kattestraat 28 Heist-op-den-Berg,Krachtstroom ENO-EVA-F023_6 schuko
360.655,5.115.259,Kerkstraat 1 Waarschoot,Krachtstroom ENO-EVA-F051_1 schuko
360.655,5.115.259,Kerkstraat 1 Waarschoot,Krachtstroom ENO-EVA-F051_2 schuko
360.655,5.115.259,Kerkstraat 1 Waarschoot,Krachtstroom ENO-EVA-F051_3 schuko
360.655,5.115.259,Kerkstraat 1 Waarschoot,Krachtstroom ENO-EVA-F051_4 schuko
360.655,5.115.259,Kerkstraat 1 Waarschoot,Krachtstroom ENO-EVA-F051_5 schuko
360.655,5.115.259,Kerkstraat 1 Waarschoot,Krachtstroom ENO-EVA-F051_6 schuko
3.033.793,51.279.243,Christianaplein 1 De Haan,Krachtstroom ENO-EVA-F024_1 schuko
3.033.793,51.279.243,Christianaplein 1 De Haan,Krachtstroom ENO-EVA-F024_2 schuko
3.033.793,51.279.243,Christianaplein 1 De Haan,Krachtstroom ENO-EVA-F024_3 schuko
3.033.793,51.279.243,Christianaplein 1 De Haan,Krachtstroom ENO-EVA-F024_4 schuko
3.033.793,51.279.243,Christianaplein 1 De Haan,Krachtstroom ENO-EVA-F024_5 schuko
3.033.793,51.279.243,Christianaplein 1 De Haan,Krachtstroom ENO-EVA-F024_6 schuko
291.986,5.122.928,Kapellestraat 79 Bredene,Krachtstroom ENO-EVA-F025_1 schuko
291.986,5.122.928,Kapellestraat 79 Bredene,Krachtstroom ENO-EVA-F025_2 schuko
291.986,5.122.928,Kapellestraat 79 Bredene,Krachtstroom ENO-EVA-F025_3 schuko
291.986,5.122.928,Kapellestraat 79 Bredene,Krachtstroom ENO-EVA-F025_4 schuko
291.986,5.122.928,Kapellestraat 79 Bredene,Krachtstroom ENO-EVA-F025_5 schuko
291.986,5.122.928,Kapellestraat 79 Bredene,Krachtstroom ENO-EVA-F025_6 schuko
4.139.818,5.116.174,Heymanplein 204 Sint-Niklaas,Krachtstroom ENO-EVA-F030_1 schuko
4.139.818,5.116.174,Heymanplein 204 Sint-Niklaas,Krachtstroom ENO-EVA-F030_2 schuko
4.139.818,5.116.174,Heymanplein 204 Sint-Niklaas,Krachtstroom ENO-EVA-F030_3 schuko
4.139.818,5.116.174,Heymanplein 204 Sint-Niklaas,Krachtstroom ENO-EVA-F030_4 schuko
4.139.818,5.116.174,Heymanplein 204 Sint-Niklaas,Krachtstroom ENO-EVA-F030_5 schuko
4.139.818,5.116.174,Heymanplein 204 Sint-Niklaas,Krachtstroom ENO-EVA-F030_6 schuko
4.137.608,51.166.985,Collegestraat 40 Sint-Niklaas,Krachtstroom ENO-EVA-F031_1 schuko
4.137.608,51.166.985,Collegestraat 40 Sint-Niklaas,Krachtstroom ENO-EVA-F031_2 schuko
4.137.608,51.166.985,Collegestraat 40 Sint-Niklaas,Krachtstroom ENO-EVA-F031_3 schuko
4.137.608,51.166.985,Collegestraat 40 Sint-Niklaas,Krachtstroom ENO-EVA-F031_4 schuko
4.137.608,51.166.985,Collegestraat 40 Sint-Niklaas,Krachtstroom ENO-EVA-F031_5 schuko
4.137.608,51.166.985,Collegestraat 40 Sint-Niklaas,Krachtstroom ENO-EVA-F031_6 schuko
47.093,5.087.545,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-A035_1 mennekes
47.093,5.087.545,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-A035_2 mennekes
47.093,5.087.535,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-F035_1 schuko
47.093,5.087.535,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-F035_2 schuko
47.093,5.087.535,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-F035_3 schuko
47.093,5.087.535,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-F035_4 schuko
47.093,5.087.535,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-F035_5 schuko
47.093,5.087.535,Tiensestraat 125-147 Leuven,Krachtstroom ENO-EVA-F035_6 schuko
328.677,5.085.038,Marktplein 10-12 Kuurne,Krachtstroom ENO-EVA-F036_1 schuko
328.677,5.085.038,Marktplein 10-12 Kuurne,Krachtstroom ENO-EVA-F036_2 schuko
328.677,5.085.038,Marktplein 10-12 Kuurne,Krachtstroom ENO-EVA-F036_3 schuko
328.677,5.085.038,Marktplein 10-12 Kuurne,Krachtstroom ENO-EVA-F036_4 schuko
328.677,5.085.038,Marktplein 10-12 Kuurne,Krachtstroom ENO-EVA-F036_5 schuko
328.677,5.085.038,Marktplein 10-12 Kuurne,Krachtstroom ENO-EVA-F036_6 schuko
360.476,5.084.319,Markt 32-49 Oudenaarde,Krachtstroom ENO-EVA-F37_1 schuko
360.476,5.084.319,Markt 32-49 Oudenaarde,Krachtstroom ENO-EVA-F37_2 schuko
360.476,5.084.319,Markt 32-49 Oudenaarde,Krachtstroom ENO-EVA-F37_3 schuko
360.476,5.084.319,Markt 32-49 Oudenaarde,Krachtstroom ENO-EVA-F37_4 schuko
360.476,5.084.319,Markt 32-49 Oudenaarde,Krachtstroom ENO-EVA-F37_5 schuko
360.476,5.084.319,Markt 32-49 Oudenaarde,Krachtstroom ENO-EVA-F37_6 schuko
423.227,5.095.849,Nieuwstraat 2-10 Merchtem,Krachtstroom ENO-EVA-F038_1 schuko
423.227,5.095.849,Nieuwstraat 2-10 Merchtem,Krachtstroom ENO-EVA-F038_2 schuko
423.227,5.095.849,Nieuwstraat 2-10 Merchtem,Krachtstroom ENO-EVA-F038_3 schuko
423.227,5.095.849,Nieuwstraat 2-10 Merchtem,Krachtstroom ENO-EVA-F038_4 schuko
423.227,5.095.849,Nieuwstraat 2-10 Merchtem,Krachtstroom ENO-EVA-F038_5 schuko
423.227,5.095.849,Nieuwstraat 2-10 Merchtem,Krachtstroom ENO-EVA-F038_6 schuko
326.563,5.082.715,Graanmarkt 4 Kortrijk,Krachtstroom ENO-EVA-F040_1 schuko
326.563,5.082.715,Graanmarkt 4 Kortrijk,Krachtstroom ENO-EVA-F040_2 schuko
326.563,5.082.715,Graanmarkt 4 Kortrijk,Krachtstroom ENO-EVA-F040_3 schuko
326.563,5.082.715,Graanmarkt 4 Kortrijk,Krachtstroom ENO-EVA-F040_4 schuko
326.563,5.082.715,Graanmarkt 4 Kortrijk,Krachtstroom ENO-EVA-F040_5 schuko
326.563,5.082.715,Graanmarkt 4 Kortrijk,Krachtstroom ENO-EVA-F040_6 schuko
3.432.133,5.088.564,Gemeenteplein 2 Waregem,Krachtstroom ENO-EVA-F042_1 schuko
3.432.133,5.088.564,Gemeenteplein 2 Waregem,Krachtstroom ENO-EVA-F042_2 schuko
3.432.133,5.088.564,Gemeenteplein 2 Waregem,Krachtstroom ENO-EVA-F042_3 schuko
3.432.133,5.088.564,Gemeenteplein 2 Waregem,Krachtstroom ENO-EVA-F042_4 schuko
3.432.133,5.088.564,Gemeenteplein 2 Waregem,Krachtstroom ENO-EVA-F042_5 schuko
3.432.133,5.088.564,Gemeenteplein 2 Waregem,Krachtstroom ENO-EVA-F042_6 schuko
512.043,5.118.708,Molenstraat 3 Mol,Krachtstroom ENO-EVA-043_1 schuko
512.043,5.118.708,Molenstraat 3 Mol,Krachtstroom ENO-EVA-043_2 schuko
512.043,5.118.708,Molenstraat 3 Mol,Krachtstroom ENO-EVA-043_3 schuko
512.043,5.118.708,Molenstraat 3 Mol,Krachtstroom ENO-EVA-043_4 schuko
512.043,5.118.708,Molenstraat 3 Mol,Krachtstroom ENO-EVA-043_5 schuko
512.043,5.118.708,Molenstraat 3 Mol,Krachtstroom ENO-EVA-043_6 schuko
4.861.836,51.132.298,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-A044_1 mennekes
4.861.836,51.132.298,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-A044_2 mennekes
4.861.836,5.113.229,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-F044_1 schuko
4.861.836,5.113.229,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-F044_2 schuko
4.861.836,5.113.229,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-F044_3 schuko
4.861.836,5.113.229,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-F044_4 schuko
4.861.836,5.113.229,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-F044_5 schuko
4.861.836,5.113.229,Zone Kamp C null Tongerlo,Krachtstroom ENO-EVA-F044_6 schuko
409.908,5.102.935,Sint-Jorisgilde 2 Dendermonde,Krachtstroom ENO-EVA-F045_1 schuko
409.908,5.102.935,Sint-Jorisgilde 2 Dendermonde,Krachtstroom ENO-EVA-F045_2 schuko
409.908,5.102.935,Sint-Jorisgilde 2 Dendermonde,Krachtstroom ENO-EVA-F045_3 schuko
409.908,5.102.935,Sint-Jorisgilde 2 Dendermonde,Krachtstroom ENO-EVA-F045_4 schuko
409.908,5.102.935,Sint-Jorisgilde 2 Dendermonde,Krachtstroom ENO-EVA-F045_5 schuko
409.908,5.102.935,Sint-Jorisgilde 2 Dendermonde,Krachtstroom ENO-EVA-F045_6 schuko
344.275,5.092.192,Gaston Martensplein 6 Zulte,Krachtstroom ENO-EVA-A046_1 mennekes
344.275,5.092.192,Gaston Martensplein 6 Zulte,Krachtstroom ENO-EVA-A046_2 mennekes
344.275,5.092.182,Gaston Martensplein 6 Zulte,Krachtstroom ENO-EVA-F046_1 mennekes
344.275,5.092.182,Gaston Martensplein 6 Zulte,Krachtstroom ENO-EVA-F046_2 mennekes
448.398,5.102.946,Veemarkt 54-66 Mechelen,Krachtstroom ENO-EVA-F047_1 schuko
448.398,5.102.946,Veemarkt 54-66 Mechelen,Krachtstroom ENO-EVA-F047_2 schuko
448.398,5.102.946,Veemarkt 54-66 Mechelen,Krachtstroom ENO-EVA-F047_3 schuko
448.398,5.102.946,Veemarkt 54-66 Mechelen,Krachtstroom ENO-EVA-F047_4 schuko
448.398,5.102.946,Veemarkt 54-66 Mechelen,Krachtstroom ENO-EVA-F047_5 schuko
448.398,5.102.946,Veemarkt 54-66 Mechelen,Krachtstroom ENO-EVA-F047_6 schuko
448.911,5.102.617,Zandpoortvest 6-32 Mechelen,Krachtstroom ENO-EVA-F048_1 schuko
448.911,5.102.617,Zandpoortvest 6-32 Mechelen,Krachtstroom ENO-EVA-F048_2 schuko
448.911,5.102.617,Zandpoortvest 6-32 Mechelen,Krachtstroom ENO-EVA-F048_3 schuko
448.911,5.102.617,Zandpoortvest 6-32 Mechelen,Krachtstroom ENO-EVA-F048_4 schuko
448.911,5.102.617,Zandpoortvest 6-32 Mechelen,Krachtstroom ENO-EVA-F048_5 schuko
448.911,5.102.617,Zandpoortvest 6-32 Mechelen,Krachtstroom ENO-EVA-F048_6 schuko
447.177,5.076.829,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-F049_1 schuko
447.177,5.076.829,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-F049_2 schuko
447.177,5.076.829,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-F049_3 schuko
447.177,5.076.829,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-F049_4 schuko
447.177,5.076.829,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-F049_5 schuko
447.177,5.076.829,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-F049_6 schuko
447.177,5.076.839,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-A049_1 mennekes
447.177,5.076.839,Gemeenteplein 22 Hoeilaart,Krachtstroom ENO-EVA-A049_2 mennekes
344.361,5.121.429,Gidsenlaan 47 Maldegem,Krachtstroom ENO-EVA-F054_1 schuko
344.361,5.121.429,Gidsenlaan 47 Maldegem,Krachtstroom ENO-EVA-F054_2 schuko
344.361,5.121.429,Gidsenlaan 47 Maldegem,Krachtstroom ENO-EVA-F054_3 schuko
344.361,5.121.429,Gidsenlaan 47 Maldegem,Krachtstroom ENO-EVA-F054_4 schuko
344.361,5.121.429,Gidsenlaan 47 Maldegem,Krachtstroom ENO-EVA-F054_5 schuko
344.361,5.121.429,Gidsenlaan 47 Maldegem,Krachtstroom ENO-EVA-F054_6 schuko
4.938.741,51.323.597,Stationstraat 46 Turnhout,Krachtstroom ENO-EVA-F050_1 schuko
4.938.741,51.323.597,Stationstraat 46 Turnhout,Krachtstroom ENO-EVA-F050_2 schuko
4.938.741,51.323.597,Stationstraat 46 Turnhout,Krachtstroom ENO-EVA-F050_3 schuko
4.938.741,51.323.597,Stationstraat 46 Turnhout,Krachtstroom ENO-EVA-F050_4 schuko
4.938.741,51.323.597,Stationstraat 46 Turnhout,Krachtstroom ENO-EVA-F050_5 schuko
4.938.741,51.323.597,Stationstraat 46 Turnhout,Krachtstroom ENO-EVA-F050_6 schuko
3.573.561,51.167.274,Kraaiweg null Eeklo,Krachtstroom ENO-EVA-A062_1 mennekes
3.573.561,51.167.274,Kraaiweg null Eeklo,Krachtstroom ENO-EVA-A062_2 mennekes
4.880.483,51.060.474,Asbroek 1H Herselt,Krachtstroom ENO-EVA-A060_1 schuko
4.880.483,51.060.474,Asbroek 1H Herselt,Krachtstroom ENO-EVA-A060_2 schuko
4.880.483,51.060.474,Asbroek 1H Herselt,Krachtstroom ENO-EVA-A060_3 schuko
4.880.483,51.060.474,Asbroek 1H Herselt,Krachtstroom ENO-EVA-A060_4 schuko
4.880.483,51.060.474,Asbroek 1H Herselt,Krachtstroom ENO-EVA-A060_5 schuko
4.880.483,51.060.474,Asbroek 1H Herselt,Krachtstroom ENO-EVA-A060_6 schuko
3.727.541,5.104.706,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-A052_1 mennekes
3.727.541,5.104.706,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-A052_2 mennekes
3.727.541,5.104.716,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-F052_1 schuko
3.727.541,5.104.716,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-F052_2 schuko
3.727.541,5.104.716,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-F052_3 schuko
3.727.541,5.104.716,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-F052_4 schuko
3.727.541,5.104.716,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-F052_5 schuko
3.727.541,5.104.716,Sint-Pietersnieuwstraat (het ufo) 33 Gent,Krachtstroom ENO-EVA-F052_6 schuko
4.947.367,513.248,Zegeplein 7 Turnhout,Krachtstroom ENO-EVA-F053_1 schuko
4.947.367,513.248,Zegeplein 7 Turnhout,Krachtstroom ENO-EVA-F053_2 schuko
4.947.367,513.248,Zegeplein 7 Turnhout,Krachtstroom ENO-EVA-F053_3 schuko
4.947.367,513.248,Zegeplein 7 Turnhout,Krachtstroom ENO-EVA-F053_4 schuko
4.947.367,513.248,Zegeplein 7 Turnhout,Krachtstroom ENO-EVA-F053_5 schuko
4.947.367,513.248,Zegeplein 7 Turnhout,Krachtstroom ENO-EVA-F053_6 schuko
4.947.195,51.324.833,Begijnenstraat 11 Turnhout,Krachtstroom ENO-EVA-A053_1 mennekes
4.947.195,51.324.833,Begijnenstraat 11 Turnhout,Krachtstroom ENO-EVA-A053_2 mennekes
499.032,5.116.059,Markt 68 Geel,Krachtstroom ENO-EVA-F063_1 schuko
499.032,5.116.059,Markt 68 Geel,Krachtstroom ENO-EVA-F063_2 schuko
499.032,5.116.059,Markt 68 Geel,Krachtstroom ENO-EVA-F063_3 schuko
499.032,5.116.059,Markt 68 Geel,Krachtstroom ENO-EVA-F063_4 schuko
499.032,5.116.059,Markt 68 Geel,Krachtstroom ENO-EVA-F063_5 schuko
499.032,5.116.059,Markt 68 Geel,Krachtstroom ENO-EVA-F063_6 schuko
499.032,5.116.069,Markt 68 Geel,Krachtstroom ENO-EVA-F056_1 schuko
499.032,5.116.069,Markt 68 Geel,Krachtstroom ENO-EVA-F056_2 schuko
499.032,5.116.069,Markt 68 Geel,Krachtstroom ENO-EVA-F056_3 schuko
